9.982899390117206950e-01,9.901901647520968686e-01,9.859154529928373378e-01,9.816934869629825311e-01,9.711990039713771505e-01,9.692114165946926763e-01,9.664481186953679526e-01,9.628817820058769295e-01,9.595755398683517567e-01,9.590866193249716343e-01,9.582344511092203421e-01,9.547642887817215929e-01,9.534781261808452646e-01,9.526771356706806859e-01,9.519014691990720367e-01,9.507524185300122443e-01,9.504082944818865730e-01,9.979791154396625563e-01,9.958753143279136522e-01,9.954610672654229386e-01,9.950863054164961197e-01,9.881002851234724771e-01,9.842134444833411377e-01,9.822774560800436872e-01,9.701007278250819432e-01,9.686420439793953507e-01,9.621338170889027763e-01,9.574595312416589454e-01,9.554369358834131631e-01,9.530736867984640481e-01,9.525538257931225328e-01,9.523927592798624442e-01
9.983319894358331226e-01,9.904320783479361179e-01,9.862636256666234003e-01,9.821467515680847304e-01,9.719137472447337833e-01,9.699756918900807046e-01,9.672812258479172032e-01,9.638040284902222865e-01,9.605804792176287910e-01,9.601037889264540937e-01,9.592729485774652565e-01,9.558897520642086754e-01,9.546358400287517920e-01,9.538549454318112630e-01,9.530987440371826436e-01,9.519785426090031644e-01,9.516430575390887325e-01,9.980286057573743985e-01,9.959751883502188097e-01,9.955708632230402255e-01,9.952050788824461369e-01,9.883928512908860542e-01,9.846002597246571453e-01,9.827112567362789042e-01,9.708428986930642823e-01,9.694206675044964028e-01,9.630750973256727576e-01,9.585176696959248899e-01,9.565456641504584967e-01,9.542416060999558969e-01,9.537347667945434981e-01,9.535777351321639284e-01
9.983739718834674370e-01,9.906735653326230739e-01,9.866111400263460895e-01,9.825991212413189846e-01,9.726269937056337689e-01,9.707383558691436987e-01,9.681125641834058548e-01,9.647242860445488510e-01,9.615832225365241737e-01,9.611187317713906220e-01,9.603091651182086297e-01,9.570127073684800978e-01,9.557909607298871180e-01,9.550301083817518411e-01,9.542933198414251805e-01,9.532018894902363204e-01,9.528750200431650441e-01,9.980780265701801879e-01,9.960749811891558281e-01,9.956805756392631546e-01,9.953237666087114688e-01,9.886849482386140808e-01,9.849865242782652741e-01,9.831444640144644254e-01,9.715835062729448746e-01,9.701976380997995308e-01,9.640143238023112238e-01,9.595734644838775917e-01,9.576519219375406733e-01,9.554069022273170564e-01,9.549130509749983453e-01,9.547600437170175036e-01
9.982572094260696582e-01,9.900018486814580188e-01,9.856443893805414413e-01,9.813405795147132071e-01,9.706424521602046163e-01,9.686162879999963282e-01,9.657993832467672846e-01,9.621636128081952899e-01,9.587929562733977784e-01,9.582945087911526327e-01,9.574257265021030028e-01,9.538878148689579062e-01,9.525765273123707466e-01,9.517598805708376020e-01,9.509690491672636581e-01,9.497975219794951851e-01,9.494466673165538051e-01,9.979406023746290044e-01,9.957976340434654405e-01,9.953756738394197168e-01,9.949939329854585734e-01,9.878725714207834407e-01,9.839124222206110382e-01,9.819398863093137253e-01,9.695228125727293200e-01,9.680357347351027375e-01,9.614008094080400690e-01,9.566354976633931750e-01,9.545734948084901861e-01,9.521641351949483578e-01,9.516341300901766109e-01,9.514699203530745386e-01
9.981399167307600795e-01,9.893268040683522724e-01,9.846725018889073144e-01,9.800750535502432692e-01,9.686462268976037127e-01,9.664816423702140558e-01,9.634723948110374137e-01,9.595874127131284181e-01,9.559855452827720201e-01,9.554529010449784865e-01,9.545244798954217735e-01,9.507433401443845522e-01,9.493418460791108737e-01,9.484689855201774433e-01,9.476237030820919838e-01,9.463714680824211190e-01,9.459964456471986471e-01,9.978026361188214732e-01,9.955196545178257583e-01,9.950701214231407743e-01,9.946634317450160356e-01,9.870565359776202197e-01,9.828340292982425952e-01,9.807306864217673059e-01,9.674499159666629655e-01,9.658609282909214055e-01,9.587712610689747006e-01,9.536792323483057610e-01,9.514757785283081137e-01,9.489008859271631513e-01,9.483344640649108426e-01,9.481589702221625560e-01
9.981179562100975788e-01,9.892003855176324523e-01,9.844904533269550617e-01,9.798379689635393630e-01,9.682721773804814358e-01,9.660816464105290713e-01,9.630363462419179177e-01,9.591046378175123177e-01,9.554594165704357600e-01,9.549203600934912384e-01,9.539807555304893327e-01,9.501540004502900816e-01,9.487355880748823411e-01,9.478521840373049789e-01,9.469966885329375028e-01,9.457293149559363732e-01,9.453497593531132726e-01,9.977768140955619591e-01,9.954676790349379356e-01,9.950129954750245309e-01,9.946016454374444482e-01,9.869037545805093847e-01,9.826321897001381034e-01,9.805043854435705475e-01,9.670614919456165248e-01,9.654533968605003569e-01,9.582784678471690798e-01,9.531251796419195621e-01,9.508952025844111811e-01,9.482892673369712755e-01,9.477160161374346137e-01,9.475384061360604404e-01
9.980959768057737769e-01,9.890738484313689183e-01,9.843082217115334265e-01,9.796006354232045243e-01,9.678977112506942371e-01,9.656812019423555160e-01,9.625998052937311256e-01,9.586213091557679311e-01,9.549326763183870748e-01,9.543871990302308372e-01,9.534363959378777675e-01,9.495639621374323269e-01,9.481286076671826546e-01,9.472346451604792827e-01,9.463689220005094827e-01,9.450863880048320231e-01,9.447022927085191313e-01,9.977509727735220935e-01,9.954156810833497682e-01,9.949558464182051143e-01,9.945398354245849060e-01,9.867508429813086623e-01,9.824301975929358166e-01,9.802779202657756485e-01,9.666726327796775209e-01,9.650454052893032708e-01,9.577851027102526338e-01,9.525704741671786602e-01,9.503139384969641057e-01,9.476769179830322187e-01,9.470968280542936268e-01,9.469170989782179637e-01
9.980635778133256641e-01,9.888873070387348418e-01,9.840395526677785387e-01,9.792507088032716966e-01,9.673455515844670005e-01,9.650907310894212277e-01,9.619561024877346656e-01,9.579085996097562727e-01,9.541559379479007674e-01,9.536009903974912438e-01,9.526336699286951371e-01,9.486938586921103145e-01,9.472335136401405231e-01,9.463239764659809872e-01,9.454431664918628853e-01,9.441382689680970497e-01,9.437474770781275613e-01,9.977128863840332151e-01,9.953390735059650662e-01,9.948716527165373247e-01,9.944487774182241280e-01,9.865254440629604993e-01,9.821324873558352486e-01,9.799441523163642254e-01,9.660992456105365056e-01,9.644438001188367915e-01,9.570575813439650137e-01,9.517524818563922739e-01,9.494567741789692317e-01,9.467739029469904866e-01,9.461837258752348045e-01,9.460008711478250509e-01
9.980311375406241137e-01,9.887005065066822862e-01,9.837704833556928374e-01,9.789002377543545297e-01,9.667924807071576199e-01,9.644992792480546751e-01,9.613113227206043776e-01,9.571946787662523048e-01,9.533778618421515638e-01,9.528134252691703443e-01,9.518295543403135772e-01,9.478222269059877192e-01,9.463368392045695687e-01,9.454116945447073039e-01,9.445157658155436398e-01,9.431884569428767850e-01,9.427909541712351515e-01,9.976747578131714977e-01,9.952624168661021731e-01,9.947874085630870056e-01,9.943576676650187629e-01,9.862997606007682938e-01,9.818344439997334083e-01,9.796100257899098551e-01,9.655249066794067136e-01,9.638411884890613068e-01,9.563288089244350587e-01,9.509330615562936462e-01,9.485981044536246909e-01,9.458692892153390819e-01,9.452690044430672733e-01,9.450830176813984629e-01
9.980419882469647730e-01,9.887629904243628864e-01,9.838604888173176910e-01,9.790174752108358192e-01,9.669774964478843327e-01,9.646971350910866771e-01,9.615270189656619504e-01,9.574335066749167789e-01,9.536381535730246162e-01,9.530768916596342732e-01,9.520985579144979338e-01,9.481138193762952415e-01,9.466368102618104574e-01,9.457168874817716286e-01,9.448260171320198575e-01,9.435062066218569132e-01,9.431109491655126353e-01,9.976875104488500678e-01,9.952880517655302572e-01,9.948155804310256922e-01,9.943881351258729850e-01,9.863752474916579471e-01,9.819341291541053840e-01,9.797217778501494667e-01,9.657170377201571565e-01,9.640427783460756572e-01,9.565726067569363389e-01,9.512071864052406012e-01,9.488853606205475133e-01,9.461719167425001187e-01,9.455750136796887695e-01,9.453900747967530771e-01
9.980528343240672173e-01,9.888254452808170614e-01,9.839504493870221413e-01,9.791346516042435111e-01,9.671624099811072517e-01,9.648948808992200421e-01,9.617425944099838864e-01,9.576721987115204282e-01,9.538982952462555787e-01,9.533402058876430107e-01,9.523674056143301980e-01,9.484052404026517280e-01,9.469366040327339418e-01,9.460218994499812739e-01,9.451360838955110699e-01,9.438237663816875234e-01,9.434307526373335584e-01,9.977002583545574455e-01,9.953136811657337102e-01,9.948437466444247645e-01,9.944185967874056287e-01,9.864507024769750831e-01,9.820337769642586423e-01,9.798334897157353618e-01,9.659090620041433928e-01,9.642442553098893310e-01,9.568162642553396102e-01,9.514811510694183294e-01,9.491724479168811568e-01,9.464743649320489505e-01,9.458808412721191328e-01,9.456969495517407731e-01
